,x1,x2
2249,3.4,0.0
3760,1.5,0.0
2290,1.8,2.0
2526,0.1,-0.0
3672,2.9,-0.0
2007,2.5,1.5
3273,0.6,1.8
2869,1.2,2.2
2505,2.3,0.0
2965,0.9,0.0
2943,1.9,-0.0
3990,1.8,1.6
3497,1.5,0.0
2370,1.0,0.0
3787,2.0,2.0
3256,1.0,3.4
3325,1.3,0.0
2332,2.1,3.4
2048,0.9,-0.0
2708,1.7,-0.0
3060,1.8,-0.0
2693,0.1,0.0
2365,1.4,3.5
2772,0.1,0.0
2530,2.8,2.6
3423,1.8,0.0
3009,0.3,2.3
2790,2.3,6.1
3538,0.4,0.8
3124,1.7,-0.0
3281,1.9,0.1
3834,0.6,0.0
3026,0.1,0.1
3995,1.8,2.6
2815,2.1,0.0
3248,0.5,-0.0
3166,1.0,1.5
3978,1.1,3.8
2120,1.0,-0.0
3121,1.0,0.3
2333,1.4,1.1
2561,0.8,0.0
2289,1.8,-0.0
2312,2.8,3.6
3384,2.1,3.4
3956,-0.0,-0.1
2668,1.3,1.4
2902,1.0,-0.0
3439,2.0,0.0
2396,0.8,2.5
2773,1.9,0.0
3346,1.6,0.0
3936,1.6,2.8
2620,1.9,-0.0
2004,1.8,0.0
2941,0.8,0.0
2503,1.9,0.0
3187,1.2,0.0
2399,1.1,0.0
2578,1.3,0.2
3348,1.2,0.0
2640,0.3,0.0
3856,1.5,-0.0
3385,0.9,1.9
2649,0.6,2.3
3445,1.7,3.8
3189,1.6,0.0
3968,1.1,-0.0
2173,1.4,-0.0
2819,0.8,-0.0
2344,1.4,0.0
3780,0.5,3.8
2853,1.6,0.0
2295,0.1,1.8
3116,2.6,2.2
2929,0.4,0.0
2747,1.4,-0.0
2921,1.3,4.8
2664,2.1,-0.0
3282,2.4,0.0
2729,-0.0,0.3
3202,1.5,-0.0
2791,1.6,3.8
2284,0.6,-0.0
3369,1.0,-0.0
2020,0.5,3.0
2892,2.5,-0.0
2925,2.0,2.8
2800,1.6,0.0
2409,0.5,0.6
3317,0.9,1.2
2850,1.8,0.0
3847,0.4,0.0
2688,1.5,-0.0
3105,1.8,-0.0
3185,2.8,0.0
3849,0.9,0.0
2407,1.4,-0.0
2258,0.5,0.3
3351,1.6,0.0
3798,1.1,2.8
3043,1.4,0.0
3591,2.2,-0.0
2832,2.0,-0.0
3594,0.9,1.5
3886,0.6,-0.0
3845,1.7,-0.0
3386,1.4,0.1
2307,1.6,0.0
3238,1.0,0.0
2812,1.5,1.0
2733,1.8,-0.0
2101,1.7,-0.0
2849,3.5,3.9
2496,0.9,3.1
3289,1.0,2.0
2082,0.6,0.0
2153,1.3,-0.0
3427,0.3,4.2
3882,0.6,-0.0
3337,0.8,-0.0
2582,1.5,2.5
3360,2.1,-0.0
2761,3.0,2.2
3222,2.3,0.0
2557,0.6,2.1
2008,1.2,0.0
3251,2.9,-0.0
3788,2.3,0.0
2062,1.5,-0.0
3413,1.5,2.6
2795,1.3,-0.0
3675,0.5,-0.0
3823,1.2,0.0
3941,-0.0,0.4
3392,1.5,0.0
2194,1.2,0.7
3568,0.9,0.0
3168,1.5,0.0
3229,0.6,3.1
2200,0.8,0.0
2721,0.6,0.0
2656,0.3,2.4
3900,0.8,0.0
3926,1.4,-0.0
3662,1.1,0.0
3938,2.1,2.9
3092,0.7,0.0
2874,0.8,-0.0
3402,1.3,-0.0
2492,0.7,-0.0
3500,1.5,-0.0
3024,1.3,-0.0
2388,1.8,3.2
3730,1.6,-0.0
2325,1.3,-0.0
2193,1.3,3.3
2324,1.2,0.0
3264,2.6,-0.0
3674,1.7,0.0
3035,1.6,0.0
2906,1.1,0.0
3140,0.3,0.0
2597,1.0,-0.0
3443,1.1,-0.0
2646,1.7,-0.0
3996,2.0,2.5
3421,2.3,-0.0
2673,2.3,-0.0
3767,0.5,0.0
3067,0.4,0.1
3689,1.4,0.0
3976,0.1,0.1
3013,2.2,0.0
3352,1.6,-0.0
2738,1.7,1.7
3702,2.1,2.3
2607,0.1,0.2
3816,0.5,3.9
3051,1.5,-0.0
2157,0.5,-0.0
3316,0.4,0.0
2787,2.3,0.0
2676,1.1,0.0
3179,0.0,0.1
3211,0.7,-0.0
3549,1.5,-0.0
3347,1.3,-0.0
3784,1.3,0.0
3359,1.1,1.9
2548,2.0,0.0
3114,0.0,0.3
2421,0.3,0.0
2518,0.5,0.0
3744,0.4,0.9
3951,4.0,4.5
2051,0.1,0.0
2549,0.7,4.3
2348,0.5,0.0
3764,1.1,0.0
